headline,content,response,star
Drink at lunchtime with Key lime pie,"We popped in for a drink and slice of pie at the famous Sloppy Joe's.  A cruise ship was in and the place was packed with tourists, as you would expect.
There was live music that was great but the drinks, pie and atmosphere were...More",NA,4.5
Surprised,"Food and service was surprisingly good. They dropped a few bucks into audio and lighting production. Decent performances. As far as we saw, the best in key west.",NA,4.5
Sloppy Joes ROCKS!,"We visited Sloppy Joes for drinks and supper one evening and we’re so enchanted with the atmosphere, food, beverages, and music  that we went back the next day for lunch!!! Highly recommend for those who love good food and beverages served in a great atmosphere!",NA,4.5
Sloppy Joe's,Great fun place. The music is always really good as are their Sloppy Joe sandwiches. They do have other food as well.,NA,4.5
Great live music ,"Great live music all the time!! We went for lunch and for a late night on Duval. Great both times! 
You must get a sloppy joe!!",NA,4.5
Great entertainment with ok food ,We enjoyed visiting the famous Sloppy Joe’s for lunch. The live music was awesome! We had peel and eat shrimp and pretzels with cheese as appetizers. Both were delicious. Our entrees weren’t great. The pulled pork was very salty. The full moon fish sandwich was...More,NA,4
Great bar!,"Drinks were good, had 1 man show playing during the afternoon, loved the atmosphere. Even the shop was nice.",NA,4.5
It was ok ,"It was ok, felt like we should visit given iconic spot.  Sloppy Joe was ok, fries were good.  Fish & Chips were soggy and less than ok.  Music had a trumpet player which was a weird vibe for this place.",NA,3
"Quick bite, great service.","Quick bite, great service. Food was good. Didn’t get to stay for live music but sounded like it would have been good while they were setting up.",NA,5
A must to see,I loved visiting Sloppy Joe's because of its history and atmosphere.  This is an open air bar/restaurant where you have to find your own table.  Basically when someone leaves the first person to get there gets the table.  We visited for a late lunch.  The...More,NA,4.5
Everybody must go .,"No matter what you do in key west, It's a staple to go through sloppy Joes, Since you're walking through the town ""anyway"" you have to visit.",NA,4
The gold standard,You have to stop by Sloppy Joe’s. Yes it is touristy but it has earned its status as THE must stop. The food and drinks are consistently good and they always have great bands.,NA,4.5
Quick snack and drink,"Typical of Key west, service is so so, take it or leave it attitude. Food was pretty average, drinks were drinks.  Love music was good, seemed like it could have been better, right in heart of Duval street.  

We had a late lunch, this is...More",NA,4.5
Sloppy Joe's Bar,"Sloppy Joe's Bar is a cool spot for good food, drinks, and music. They have a relaxed and laid back and easy atmosphere that is also fun. I liked all of the things on the walls as it really added to everything. The staff here...More",NA,4.5
Must Stop by at Sloppy's,"Sloppy's has been in Key West for like 80 years.  The founder, Joe, was buds with Hemingway.  We stopped by for lunch one day and couldn't find a table. A few days later, we tried again and were successful.  My wife had the Sloppy Joe,...More",NA,4.5
Just What You Expect,A must place to stop and have a drink anytime during the day or night. Great atmosphere and some really fun music. My wife spilled her drink and they gave her a free one. Classy place.,NA,4.5
"Live entertainment, good food, decent prices","I expected them to gouge people in Key West since this is a restaurant with some historic value, but I was pleasantly surprised in all respect, the only downside is it might have been one of the busier restaurants and wait times were quite high.",NA,4
OK for snack and historic notes,"We arrived a few hours before our check-in so we went to Sloppy Joe’s due to its name and location, for a bite to eat and a drink.  The waitress was ‘uninterested’ in us and we felt her coolness.  The drink was ‘OK’.  We order...More",NA,4.5
Casual drink with my wife,"My wife and I stopped in to grab a drink, the band playing was great so we stayed for several drinks. In addition, Jordan, our bartender was great. Very attentive and good chit chat. Although he did have a Cubs bottle opener...lol. Gonna have to...More",NA,3
Excellent entertainment and tacos!!,We had a wonderful waitress and we ordered a couple of specialty drinks that were good. The pork tacos were amazing!! I got everyone on the side and they were very flavorful!! My husband got the fish tacos and they were good too! A very...More,NA,5
"Visit this ""after"" the Hemingway House Tour","What an authentic and fun ""bar food"" kind of restaurant.  The four of us shared the ""sloppy joe's fries"" and a couple of orders of calimari.  It wasnt' the best bar food we've ever had, but the history of the place and its place in...More",NA,4.5
"Quirky, Fun, Best Mojito Ever!",This has been on my bucket list and my husband and I visited twice during our 4 day stay in Key West.  First visit went in for a Mojito ( the best.  And you get a souvenir plastic cup to take home) and a frozen...More,NA,4
It's a party!,"An end prohibition party - on Dec 5th. Tried to stop in the original Hemingway location at Capt Tony's Saloon down the street, but left after realizing it was ok to smoke inside. Sloppy Joe's has an extensive drink menu and plenty of folks seemed...More",NA,4.5
Good food and great drinks,"Went in for a snack and some beverages....left full and satisfied!  Good food and drink, great crowd!  Souvenir shop is cute and priced reasonably.",NA,4.5
More for the Vibe,"Don't miss this hangout of Hemingway,et.al., = fun atmosphere, great entertainment, and staff. Food is just ok, even the famous Sloppy Joe sandwich. Best bet = Margaritas - sit back with a couple, chill, and enjoy the fun (and, sometimes sing along)....Bottom line - Great...More",NA,4.5
It's a must do in Key west,If you come to Key West and don't visit Sloppy Joe's then you will miss out on a key part of the Key West history related to Hemingway. For sure today its just an ordinary Bar but one steeped in the past. We found service...More,NA,4.5
Great food!,"Love the food, atmosphere, and staff! And they don’t just serve sloppy Joes 😉. All kinds of food to choose from. You can eat here for any meal everyday and never get the same thing twice.",NA,4.5
Sloppy Joe’s,"Great bar hangout! Good atmosphere 😊
Cold beer, good entertainment, wife loved the “Sloppy Joe’s sloppy margaritas!",NA,4
A Robust Drinking Establishment,You shouldn’t miss this crowded iconic bar when you visit Key West. Plenty to drink here and the food is good. Noisy and raucous with bands that play all day and night. Don’t forget to buy a t shirt!,NA,4.5
Just Stopped In,"Stopped in for a couple drinks and pretzels to cool off during late morning one Friday. Love the live music, Sloppy margarita was pretty good as well. Creepy old man came down and sat down at our table for an unknown reason and stayed a...More",NA,3
