headline,content,response,star
Absolutely Incredible!!,"My husband and I went there and was blown away with everything we ordered. The only disappointment was not being able to eat here everyday. We were here for a few days on a business trip. We will be craving the Mediterranean burger, the mussels,...More","Hello! Thank you for choosing to dine with us at Mussel & Burger Bar, we are so glad that you stopped in during your trip. The Mediterranean burger is one of my favorite and I'm glad that you feel the same:) We can't wait for...More",4.5
Best Lunch Ever,My wife and I were visiting with some friends and we picked this restaurant to eat lunch...We had 24 people with us and they were willing to push some tables together for us outside in the courtyard...It was a perfect sunny day and we loved...More,Hello! Awesome we are so glad to hear that you chose Mussel & Burger Bar for your group's lunch! We truly appreciate your feedback and your recommendation! We hope that you will dine with us again soon:),4.5
Dinner before HAMILTON play,"Decided to eat near KY Center for Arts, chose Mussels & Burgers. Arrived early to avoid crowds & seated immediately. Found out our gift card was not allowed by new owners😞😵Decided to eat here anyway & our waitress was fabulous. Both ordered American burgers with...More","Hello! Thank you for choosing Mussel & Burger Bar, we truly appreciate your patience with the gift card transitions and we are glad that you opted to stay and dine with us! We hope that you will be back to dine with us again soon:)",4.5
Very good dinner,We were here on the recommendation of our hotel. We did not have reservations and waited about an hour to get in. They have different types of mussel dishes served with delicious baguette bread. I had the Greek mussels which I found to be very...More,"Hello, Thank you for taking the time to leave us a review, we truly appreciate your feedback and can't wait for you to dine with us again soon!:)",5
Great Eats in Louisville,"When in Louisville you don't think Seafood but this restaurants several selections of Mussels will change that. 
I hear the burgers aren't bad either. 
We had great service and the selection of Bourbons was fantastic.  
I would recommend to anyone visiting this great town","Hello! Thank you so much for your kind words, we truly appreciate your feedback and can't wait for you to dine with us again soon:)",4.5
Enjoyed Our Dinner,"We returned from a day trip to Lexington and were lucky enough to find street parking close to the Mussel and Burger Bar.

When we arrived shortly after 5 pm, the place was packed. We put our names in for a table and went to...More",Hello! We are so glad that you chose to dine with us at Mussel & Burger Bar! We truly appreciate your feedback and are glad to hear that you enjoyed our mussels. I do want to assure you that your review has been shared with...More,3.5
Delicious ,First time trying it and it didn’t disappoint! Wait staff was great and service as well! Will definitely be back the next time we visit.,Hello! Thank you for choosing to dine with us at Mussel & Burger bar and for your kind words! We can't wait to welcome you back soon:),4.5
So good!,"Great food, great atmosphere, great service. We would eat here again for sure! The steak fries are a must, they are huge!",Thank you for choosing to dine with us at Mussel & Burger Bar! Can't wait for you to join us again soon:),4
Awesome ,Wow!  We had one of the mussel appetizers and it was really good.  I had the Southern Belle burger and my wife had fish tacos - both were outstanding.  The burger is huge!,Thanks for choosing Mussel & Burger bar and for taking the time to leave us a review! We truly appreciate your feedback and can't wait for you to dine with us again soon:),4
Lunch ,"Stopped in for a quick lunch on my work break, they got me in and out in 30 minutes and the food of course was wonderful.","Thank you for choosing to dine with us, we were happy to accommodate you in your time crunch! Can't wait for you to dine with us again soon:)",5
"Wow, loved this place.",The environment was gorgeous and the Blue Cheese mussels were very memorable.  I am still craving them!,"Thank you so much for leaving us a review, we can't wait for you to dine with us again soon!",4.5
Best burger I’ve had in a long while,"This restuarant is a hidden gem in Louisville.  All their burgers look amazing.  But the bacon burger on a pretzel bun is out of this world goodness.  Cooked to order, delicious and filling.  And the hand cut French fries, Yum!  I will definitely be back.","Hello! Hidden Gem?! We truly appreciate the compliment! Thanks for taking the time to leave us a review, we hope that you will dine with us again soon:)",4.5
Great surprise,"Although we saw the name of the restaurant on TripAdviser, we found by happen chance as we were headed to whiskey row. Stopped for a late lunch and were very impressed. Lamb Mediterranian burger, fig salad, turkey/duck sandwich - we could not determine who out...More",Hello! We are so glad to hear that you are a fan of Mussel & Burger Bar! Thank you for taking the time to leave us a review we truly appreciate your feedback and can't wait for you to dine with us again soon:),4.5
Nice ambiance for business or date night,This was a open social environment with multiple great food options. The oysters were tasty and they were prepared correctly. The burger is massive and savory tasting. I recommend the burgers for meat lovers and you will not be disappointed.,"Hello! Thanks for taking the time to leave us some love, We truly appreciate your feedback and business and we can't wait for you to dine with us again soon!",5
